i j t
57 49 450
57 211 450
57 135 450
57 148 450
57 209 450
57 158 450
57 277 450
57 25 450
57 202 450
57 108 450
57 101 450
57 189 450
57 45 450
57 210 450
57 139 450
57 170 450
57 117 450
57 241 450
94 108 450
200 58 450
13 279 450
253 242 450
305 279 450
299 304 450
299 279 450
278 279 450
252 279 450
279 252 450
299 202 450
299 83 450
279 118 450
279 305 450
279 242 450
279 299 450
50 283 450
145 184 450
283 50 450
178 304 450
202 116 450
279 139 450
279 101 450
279 7 450
173 116 450
173 253 450
173 116 450
173 253 450
178 304 450
236 101 450
236 101 450
52 254 450
52 254 450
242 173 450
279 118 450
279 305 450
279 242 450
279 299 450
279 252 450
279 278 450
279 189 450
21 145 450
57 299 450
57 177 450
130 57 450
86 47 450
40 194 450
40 80 450
40 291 450
228 279 450
279 228 450
144 7 450
299 279 450
252 10 450
7 279 450
252 10 450
10 252 450
10 252 450
10 252 450
252 10 450
252 10 450
130 35 450
252 10 450
130 135 450
249 204 450
279 101 450
279 189 450
279 139 450
278 279 450
278 253 450
81 28 450
4 12 450
12 4 450
28 18 450
180 18 450
28 285 450
4 12 450
127 28 450
12 4 450
151 280 450
159 204 450
159 204 450
130 49 450
57 263 450
252 10 450
288 233 450
230 82 450
230 306 450
199 186 450
61 186 450
279 252 450
250 173 450
250 47 450
250 242 450
252 10 450
252 215 450
94 279 450
57 193 450
57 117 450
57 173 450
57 58 450
57 270 450
57 242 450
230 232 450
273 276 450
230 306 450
230 183 450
10 252 450
252 94 450
11 138 450
230 75 450
230 75 450
230 183 450
230 183 450
230 183 450
230 93 450
41 300 450
41 33 450
41 75 450
41 274 450
41 93 450
41 230 450
230 183 450
230 183 450
90 39 450
184 145 450
279 278 450
21 145 450
6 85 450
6 218 450
6 161 450
6 145 450
6 267 450
6 79 450
6 120 450
6 310 450
6 132 450
38 50 450
161 6 450
6 161 450
79 38 450
79 78 450
79 161 450
79 283 450
21 219 450
21 145 450
145 184 450
6 295 450
6 266 450
21 145 450
6 257 450
6 134 450
132 145 450
6 71 450
6 112 450
6 133 450
6 78 450
6 27 450
6 3 450
6 50 450
6 238 450
6 231 450
6 284 450
6 311 450
6 38 450
6 16 450
6 240 450
6 283 450
6 314 450
6 184 450
6 2 450
28 251 451
127 280 451
127 28 451
127 293 451
152 151 451
127 141 451
127 174 451
127 18 451
127 4 451
127 208 451
127 9 451
127 176 451
127 293 451
127 1 451
127 64 451
127 30 451
127 81 451
28 223 451
28 30 451
28 180 451
127 191 451
28 81 451
28 4 451
28 208 451
28 9 451
28 18 451
28 176 451
28 293 451
28 1 451
28 64 451
28 191 451
28 187 451
28 53 451
28 307 451
28 298 451
28 26 451
28 12 451
28 69 451
127 187 451
273 276 451
127 307 451
138 175 451
138 11 451
300 33 451
300 93 451
11 138 451
90 169 451
90 269 451
90 15 451
90 220 451
90 300 451
90 306 451
90 61 451
90 143 451
305 279 451
94 252 451
250 158 451
189 279 451
273 70 451
127 53 451
28 280 451
291 194 451
127 298 451
127 26 451
127 12 451
127 180 451
127 69 451
127 223 451
127 251 451
4 28 451
28 4 451
4 12 451
12 4 451
4 12 451
12 4 451
4 12 451
40 80 451
194 51 451
194 255 451
273 233 451
28 174 451
28 208 451
28 141 451
28 1 451
28 64 451
28 30 451
28 191 451
28 187 451
28 53 451
28 307 451
28 298 451
28 26 451
28 12 451
28 180 451
28 69 451
28 223 451
28 251 451
28 141 451
28 127 451
28 174 451
28 293 451
28 280 451
28 176 451
28 9 451
94 108 451
94 279 451
130 25 451
252 279 451
158 122 451
35 25 451
178 304 451
279 228 451
252 10 451
18 180 451
28 141 451
28 127 451
28 174 451
28 280 451
28 81 451
28 4 451
28 208 451
28 18 451
28 127 451
28 81 451
204 159 451
28 18 451
28 176 451
28 293 451
28 1 451
28 64 451
28 30 451
28 191 451
28 187 451
28 53 451
28 307 451
28 298 451
28 26 451
28 12 451
28 180 451
28 69 451
28 223 451
28 251 451
28 9 451
204 159 451
90 264 451
204 103 451
87 244 451
159 317 451
107 159 451
318 204 451
204 249 451
249 204 451
204 63 451
204 160 451
204 317 451
204 222 451
204 60 451
204 318 451
204 244 451
204 159 451
204 248 451
204 87 451
204 249 451
28 4 451
90 59 451
281 90 451
90 23 451
6 266 451
13 278 451
13 228 451
13 234 451
178 304 451
94 299 451
94 241 451
94 122 451
94 108 451
94 279 451
178 304 451
25 130 451
6 295 451
278 13 451
178 304 451
305 279 451
200 52 451
200 58 451
52 104 451
279 305 451
278 116 451
279 7 451
108 202 451
279 242 451
279 135 451
202 108 451
6 134 451
279 299 451
6 85 451
6 161 451
90 97 451
90 274 451
90 150 451
90 93 451
90 199 451
90 258 451
90 77 451
219 21 451
21 219 451
219 21 451
161 79 451
161 267 451
6 218 451
94 241 451
161 184 451
132 284 451
132 284 451
38 50 451
79 137 451
132 133 451
6 132 451
6 310 451
6 120 451
6 79 451
6 267 451
6 145 451
161 145 451
90 99 451
228 309 451
10 252 451
3 231 451
3 85 451
3 295 451
3 284 451
3 50 451
3 219 451
3 266 451
3 78 451
3 134 451
3 133 451
3 257 451
3 16 451
3 314 451
3 38 451
3 137 451
3 238 451
3 184 451
3 6 451
3 240 451
145 21 451
120 310 451
132 3 451
79 137 451
2 132 451
2 284 451
21 145 451
3 112 451
299 279 451
3 161 451
3 267 451
94 299 451
6 257 451
6 2 451
6 16 451
6 311 451
6 38 451
6 184 451
6 240 451
6 283 451
6 314 451
6 231 451
6 284 451
3 145 451
6 50 451
6 27 451
6 78 451
6 133 451
6 112 451
6 71 451
6 238 451
283 79 451
3 132 451
3 283 451
3 310 451
3 120 451
3 79 451
6 3 451
90 48 451
90 230 451
90 75 451
90 281 451
258 150 451
90 186 451
150 258 451
262 300 451
90 77 451
90 258 451
90 230 451
90 93 451
90 150 451
90 274 451
138 175 451
90 97 451
90 99 451
90 48 451
90 186 451
90 75 451
90 183 451
90 98 451
90 33 451
90 39 451
90 82 451
90 262 451
90 281 451
189 279 451
138 11 451
94 122 451
90 15 451
90 269 451
90 220 451
90 300 451
90 306 451
90 61 451
90 143 451
90 264 451
90 59 451
90 169 451
90 23 451
90 199 451
90 33 451
90 183 451
90 98 451
90 281 451
90 262 451
90 82 451
90 39 451
152 151 452
50 79 452
101 117 452
101 278 452
79 50 452
101 117 452
21 219 452
93 230 453
21 145 453
78 79 453
79 78 453
38 50 454
184 240 454
184 161 454
9 127 454
184 267 454
90 186 454
26 4 454
90 99 454
90 97 454
90 274 454
90 150 454
90 93 454
90 230 454
90 258 454
90 77 454
161 310 454
21 145 454
21 145 454
21 145 454
90 48 454
50 38 454
50 6 454
6 50 454
9 92 454
298 28 454
225 223 454
80 40 454
194 80 454
194 40 454
40 80 454
40 80 454
266 132 454
141 285 454
28 285 454
141 28 454
141 285 454
141 28 454
26 280 454
225 223 454
225 223 454
26 280 454
28 285 454
28 141 454
28 285 454
28 141 454
223 225 454
38 50 454
38 50 454
120 132 454
38 50 454
50 38 454
50 38 454
90 75 454
90 183 454
90 98 454
90 33 454
90 39 454
90 82 454
90 262 454
90 281 454
90 23 454
9 208 454
90 59 454
21 145 454
161 295 454
134 38 454
78 283 454
145 21 454
132 112 454
266 132 454
90 264 454
120 132 454
180 18 454
90 199 454
274 230 454
234 7 454
90 300 454
90 220 454
90 15 454
90 269 454
90 169 454
90 77 454
90 258 454
90 230 454
90 93 454
90 150 454
90 274 454
90 97 454
90 99 454
90 48 454
90 186 454
90 75 454
90 183 454
90 98 454
90 33 454
90 39 454
90 82 454
90 262 454
90 281 454
90 23 454
90 199 454
90 59 454
90 264 454
90 143 454
90 61 454
90 306 454
90 306 454
90 61 454
122 158 454
202 304 454
202 57 454
202 130 454
279 7 454
35 25 454
10 252 454
199 186 454
234 299 454
234 241 454
234 252 454
234 278 454
279 7 454
241 234 454
52 7 454
116 253 454
278 234 454
7 52 454
7 279 454
278 13 454
278 116 454
278 253 454
299 234 454
7 279 454
296 252 454
252 234 454
228 83 454
52 7 454
252 221 454
252 10 454
90 143 454
90 300 454
90 220 454
90 15 454
90 59 454
90 264 454
90 143 454
90 61 454
90 306 454
90 300 454
90 220 454
90 15 454
90 269 454
93 274 454
93 75 454
262 183 454
183 262 454
230 306 454
186 199 454
274 230 454
0 259 454
274 230 454
230 274 454
230 274 454
199 186 454
230 300 454
230 33 454
230 274 454
186 199 454
230 82 454
230 82 454
262 300 454
230 82 454
90 199 454
90 23 454
90 281 454
90 262 454
90 269 454
90 169 454
59 41 454
75 274 454
59 41 454
262 232 454
59 41 454
262 232 454
75 274 454
230 82 454
230 82 454
90 77 454
90 258 454
90 230 454
108 202 454
90 93 454
90 274 454
90 97 454
90 99 454
273 72 454
70 288 454
288 111 454
90 48 454
90 186 454
90 75 454
90 183 454
90 98 454
90 33 454
90 39 454
90 82 454
90 150 454
279 252 454
90 169 454
244 107 454
204 318 454
204 244 454
204 248 454
204 63 454
204 107 454
204 249 454
159 204 454
159 204 454
87 63 454
204 222 454
87 222 454
87 244 454
87 248 454
204 159 454
159 204 454
244 204 454
204 159 454
63 248 454
63 244 454
63 248 454
87 318 454
204 249 454
159 317 454
222 63 454
87 244 454
90 300 455
90 306 455
90 61 455
252 10 455
90 143 455
90 264 455
90 220 455
7 279 455
204 87 455
90 150 455
90 274 455
221 252 455
90 82 455
278 116 455
178 304 455
299 135 455
90 15 455
90 269 455
90 169 455
7 279 455
252 221 455
252 221 455
279 24 455
242 250 455
304 178 455
221 252 455
80 194 455
80 255 455
80 40 455
90 77 455
306 59 455
306 97 455
306 230 455
80 51 455
178 304 455
90 39 455
263 117 455
10 221 455
158 279 455
139 279 455
139 279 455
279 7 455
7 279 455
200 58 455
7 279 455
319 252 455
253 173 455
94 58 455
116 253 455
116 173 455
202 116 455
279 7 455
108 202 455
86 10 455
86 47 455
116 253 455
116 173 455
86 47 455
86 221 455
86 47 455
90 97 455
86 10 455
86 221 455
86 47 455
86 10 455
86 221 455
86 47 455
86 10 455
86 24 455
86 221 455
116 278 455
90 99 455
90 143 455
90 186 455
90 77 455
90 258 455
90 230 455
90 93 455
90 150 455
90 274 455
230 274 455
90 97 455
288 111 455
90 48 455
90 186 455
90 75 455
90 183 455
90 98 455
90 99 455
204 159 455
204 159 455
204 249 455
204 103 455
204 63 455
204 160 455
204 317 455
204 222 455
204 60 455
204 318 455
204 244 455
204 159 455
204 248 455
204 87 455
204 249 455
204 103 455
204 318 455
204 248 455
90 33 455
90 48 455
90 39 455
90 262 455
90 306 455
90 61 455
202 116 455
90 264 455
90 199 455
90 23 455
90 300 455
90 281 455
90 82 455
90 39 455
90 33 455
90 98 455
90 183 455
90 75 455
90 262 455
90 220 455
90 15 455
90 269 455
90 281 455
90 23 455
90 199 455
281 183 455
274 33 455
183 281 455
281 90 455
281 183 455
220 230 455
230 274 455
230 220 455
230 39 455
230 274 455
186 143 455
90 169 455
90 82 455
158 122 455
7 279 455
252 10 455
204 317 455
204 160 455
204 63 455
204 244 455
204 60 455
317 159 455
204 103 455
204 249 455
204 87 455
204 248 455
204 159 455
204 244 455
204 318 455
204 60 455
204 222 455
204 317 455
204 160 455
204 63 455
159 317 455
161 120 455
38 50 455
78 161 455
134 132 455
173 253 455
134 284 455
134 133 455
2 132 455
204 222 455
204 60 455
204 318 455
204 244 455
90 33 455
90 98 455
90 183 455
90 75 455
90 186 455
90 48 455
90 99 455
90 97 455
90 274 455
90 150 455
90 93 455
90 230 455
180 152 455
2 284 455
28 141 455
12 4 455
28 53 455
26 28 455
293 191 455
208 191 455
12 18 455
152 151 455
180 26 455
26 180 455
120 161 455
161 284 455
204 248 455
204 159 455
180 208 455
2 134 455
204 249 455
21 145 455
90 23 455
90 281 455
90 262 455
21 145 455
50 38 455
145 21 455
134 38 455
134 133 455
134 284 455
90 258 455
134 132 455
90 199 455
134 120 455
132 133 455
132 284 455
283 267 455
134 133 455
134 284 455
134 132 455
267 283 455
132 266 455
137 38 455
120 137 455
145 267 455
132 134 455
90 264 455
2 133 455
90 61 455
90 93 455
90 230 455
90 258 455
90 77 455
33 300 455
33 232 455
33 230 455
274 75 455
281 125 455
41 300 455
41 33 455
41 75 455
41 274 455
41 93 455
41 230 455
75 274 455
199 186 455
262 232 455
262 232 455
90 169 455
90 269 455
90 15 455
90 220 455
90 300 455
90 306 455
6 112 455
2 284 455
90 143 455
21 145 455
21 145 455
21 145 455
2 132 455
158 279 456
50 161 456
90 281 456
90 77 456
90 258 456
90 230 456
90 274 456
90 150 456
184 161 456
90 97 456
90 99 456
90 48 456
90 93 456
161 79 456
21 145 456
161 284 456
90 186 456
21 145 456
21 145 456
161 184 456
79 50 456
38 50 456
79 267 456
79 161 456
79 38 456
120 284 456
145 21 456
79 50 456
161 38 456
90 75 456
90 33 456
90 98 456
116 173 456
116 253 456
35 25 456
58 162 456
234 252 456
135 299 456
10 221 456
52 7 456
52 104 456
117 279 456
104 178 456
101 234 456
101 234 456
90 183 456
101 13 456
13 278 456
13 47 456
13 228 456
13 116 456
13 253 456
90 264 456
90 199 456
90 23 456
90 281 456
90 262 456
90 82 456
90 39 456
145 21 456
254 7 456
116 253 456
50 79 456
230 300 456
252 122 456
45 52 456
7 52 456
228 299 456
52 7 456
25 277 456
202 116 456
130 25 456
25 277 456
228 47 456
228 304 456
173 116 456
173 253 456
25 35 456
299 228 456
24 279 456
86 10 456
86 47 456
86 221 456
252 279 456
116 173 456
25 57 456
25 277 456
116 202 456
114 299 456
114 242 456
7 52 456
252 279 456
279 252 456
45 254 456
45 200 456
45 301 456
45 52 456
230 274 456
230 90 456
75 274 456
75 274 456
93 33 456
306 230 456
90 93 456
183 300 456
90 300 456
93 90 456
90 169 456
90 269 456
90 15 456
90 220 456
267 145 456
90 300 456
90 61 456
90 143 456
145 21 456
145 21 456
161 284 456
2 132 456
2 284 456
161 267 456
7 254 456
45 193 456
45 144 456
45 58 456
45 270 456
45 83 456
90 306 456
25 135 456
204 60 456
293 187 456
28 81 456
159 204 456
90 281 456
90 262 456
90 82 456
90 39 456
90 33 456
90 98 456
90 183 456
90 75 456
90 186 456
90 48 456
90 99 456
90 97 456
90 274 456
90 150 456
90 93 456
90 230 456
90 258 456
28 4 456
28 208 456
28 9 456
28 18 456
244 63 456
28 176 456
204 63 456
204 317 456
204 317 456
204 160 456
204 63 456
244 107 456
87 249 456
87 248 456
87 159 456
87 244 456
87 318 456
87 60 456
87 222 456
87 317 456
87 63 456
87 204 456
222 63 456
204 103 456
204 249 456
204 87 456
28 81 456
204 159 456
204 244 456
204 318 456
204 222 456
204 160 456
28 293 456
90 77 456
28 1 456
28 1 456
28 121 456
28 293 456
90 281 456
28 195 456
28 285 456
28 69 456
28 251 456
18 26 456
28 141 456
28 127 456
28 174 456
28 280 456
194 80 456
194 291 456
194 40 456
291 194 456
194 40 456
80 40 456
28 176 456
28 18 456
28 9 456
28 208 456
28 64 456
28 30 456
28 191 456
90 23 456
28 64 456
28 30 456
28 191 456
28 187 456
28 53 456
28 307 456
28 298 456
28 26 456
28 12 456
28 285 456
28 180 456
204 222 456
28 69 456
4 28 456
53 28 456
191 293 456
298 28 456
26 28 456
28 26 456
176 30 456
26 18 456
180 18 456
69 28 456
69 307 456
28 223 456
204 60 456
204 248 456
204 244 456
28 223 456
28 256 456
81 226 456
187 176 456
81 28 456
28 176 456
204 318 456
30 280 456
30 81 456
30 152 456
30 176 456
30 121 456
30 64 456
30 187 456
30 151 456
28 180 456
28 12 456
28 26 456
28 298 456
273 70 456
273 233 456
273 288 456
273 70 456
273 89 456
273 276 456
273 111 456
30 26 456
273 233 456
273 288 456
273 216 456
273 72 456
90 199 456
28 187 456
28 53 456
28 307 456
273 302 456
30 69 456
28 4 456
28 141 456
59 41 456
41 59 456
90 82 456
90 33 456
30 223 456
90 143 456
90 220 456
90 281 456
220 186 456
82 33 456
90 269 456
90 169 456
90 97 456
59 41 456
59 41 456
59 41 456
59 41 456
59 41 456
90 15 456
220 186 456
220 186 456
204 103 456
28 127 456
28 174 456
28 280 456
90 264 456
90 143 456
90 61 456
90 306 456
90 300 456
230 232 456
232 33 456
204 159 456
204 248 456
204 87 456
204 249 456
21 145 457
16 132 457
3 85 457
16 238 457
3 295 457
3 50 457
145 21 457
145 21 457
184 161 457
161 79 457
3 231 457
16 2 457
3 267 457
3 161 457
112 284 457
161 79 457
79 161 457
3 132 457
3 283 457
3 310 457
3 314 457
3 120 457
80 51 457
80 194 457
291 80 457
194 80 457
16 284 457
3 145 457
3 79 457
3 219 457
3 240 457
3 78 457
21 145 457
21 145 457
21 145 457
21 145 457
21 145 457
159 249 457
249 204 457
159 318 457
134 133 457
204 159 457
204 159 457
204 159 457
249 204 457
204 317 457
317 204 457
204 317 457
204 159 457
204 159 457
159 204 457
3 266 457
120 134 457
79 267 457
3 134 457
3 133 457
3 16 457
3 38 457
3 112 457
3 137 457
3 238 457
3 184 457
79 161 457
3 6 457
50 161 457
161 50 457
145 21 457
145 21 457
38 145 457
38 161 457
38 295 457
38 112 457
161 184 457
38 267 457
3 218 457
194 80 457
90 281 457
90 262 457
90 82 457
90 39 457
90 33 457
90 98 457
90 183 457
80 255 457
90 186 457
90 48 457
90 99 457
90 97 457
90 274 457
90 23 457
90 150 457
90 230 457
90 258 457
90 77 457
90 306 457
230 306 457
90 230 457
252 94 457
242 299 457
114 299 457
114 242 457
228 234 457
234 101 457
234 228 457
90 93 457
90 199 457
90 264 457
90 143 457
273 302 457
33 232 457
33 230 457
220 230 457
230 220 457
230 75 457
230 274 457
183 300 457
93 33 457
93 230 457
199 186 457
186 199 457
33 274 457
186 199 457
306 230 457
186 199 457
75 93 457
0 106 457
306 230 457
90 306 457
306 97 457
183 262 457
90 169 457
90 269 457
90 15 457
90 220 457
90 300 457
90 306 457
90 61 457
234 252 457
250 242 457
90 75 457
250 241 457
307 28 457
28 307 457
28 307 457
28 307 457
28 307 457
28 307 457
53 280 457
152 151 457
234 252 457
4 28 457
28 141 457
127 307 457
26 28 457
53 280 457
191 208 457
80 40 457
194 80 457
127 307 457
180 18 457
180 18 457
283 79 457
250 242 457
187 293 457
250 228 457
250 162 457
250 241 457
250 242 457
250 228 457
250 162 457
116 253 457
116 173 457
278 101 457
116 253 457
116 173 457
173 253 457
79 283 457
242 173 457
173 242 457
279 252 457
252 234 457
101 278 457
284 112 458
90 262 458
90 82 458
90 39 458
90 33 458
90 98 458
90 183 458
90 75 458
90 186 458
90 48 458
90 99 458
90 281 458
90 23 458
90 199 458
90 264 458
281 90 458
230 274 458
230 306 458
230 274 458
230 306 458
230 274 458
230 82 458
90 169 458
90 269 458
90 15 458
90 220 458
90 300 458
90 306 458
90 61 458
90 143 458
90 97 458
90 274 458
90 93 458
284 161 458
295 161 458
38 161 458
132 184 458
184 3 458
161 38 458
238 284 458
238 16 458
238 2 458
238 132 458
78 120 458
145 21 458
284 38 458
184 3 458
2 132 458
90 150 458
2 284 458
50 161 458
161 50 458
50 38 458
161 184 458
306 230 458
306 97 458
306 90 458
274 88 458
274 82 458
186 199 458
230 33 458
90 77 458
90 258 458
90 230 458
38 161 458
306 230 458
10 252 458
204 159 458
193 58 458
135 299 458
10 252 458
83 299 458
104 52 458
25 35 458
202 209 458
86 10 458
299 83 458
86 47 458
209 202 458
24 319 458
86 228 458
252 10 458
252 221 458
273 70 458
273 276 458
273 70 458
86 221 458
299 135 458
173 253 458
299 242 458
80 51 458
80 40 458
80 255 458
80 51 458
80 194 458
80 255 458
80 51 458
208 307 458
299 242 458
278 13 458
242 299 458
25 277 458
25 277 458
128 299 458
234 228 458
234 243 458
86 10 458
86 47 458
86 221 458
273 233 458
80 194 458
273 276 458
244 87 458
204 249 458
204 87 458
204 159 458
204 159 458
63 107 458
244 318 458
244 107 458
107 63 458
204 248 458
204 159 458
204 244 458
204 60 458
204 222 458
204 317 458
204 160 458
204 63 458
248 159 458
159 317 458
204 103 458
204 318 458
249 204 458
86 47 459
208 307 459
208 307 459
86 221 459
317 204 459
86 24 459
79 161 459
21 145 459
161 79 459
86 10 459
242 173 459
258 82 460
249 204 460
79 50 460
161 50 460
21 145 460
21 145 460
21 145 460
145 50 460
145 21 460
145 21 460
26 196 460
258 88 460
228 86 460
90 48 461
90 99 461
90 97 461
90 274 461
90 150 461
87 244 461
204 222 461
204 103 461
87 60 461
87 222 461
87 63 461
60 103 461
60 103 461
60 103 461
87 244 461
87 248 461
90 186 461
204 159 461
107 159 461
159 204 461
273 70 461
90 77 461
242 250 461
90 258 461
90 93 461
204 317 461
204 159 461
204 63 461
204 160 461
204 317 461
87 318 461
204 60 461
204 318 461
204 244 461
204 159 461
204 248 461
204 87 461
204 249 461
90 230 461
90 75 461
90 300 461
90 98 461
90 48 461
90 99 461
90 97 461
90 274 461
90 150 461
90 93 461
90 230 461
90 258 461
90 186 461
90 77 461
41 33 461
41 75 461
41 274 461
41 93 461
41 230 461
41 75 461
33 300 461
33 230 461
41 300 461
90 75 461
90 183 461
90 98 461
75 306 461
75 97 461
75 59 461
90 169 461
90 269 461
90 15 461
90 220 461
90 300 461
90 306 461
90 61 461
90 143 461
90 264 461
90 199 461
90 23 461
90 281 461
90 262 461
90 82 461
90 39 461
90 33 461
230 274 461
90 183 461
232 33 461
93 230 461
230 93 461
90 33 461
90 169 461
90 269 461
90 15 461
90 220 461
25 271 461
90 306 461
230 274 461
90 61 461
90 264 461
90 199 461
90 23 461
90 281 461
90 262 461
90 82 461
90 39 461
90 33 461
90 143 461
230 33 461
230 274 461
33 90 461
232 264 461
230 75 461
230 93 461
230 75 461
230 75 461
230 93 461
199 186 461
230 143 461
230 281 461
220 186 461
186 199 461
274 230 461
262 74 461
90 33 461
258 82 461
262 74 461
183 300 461
230 33 461
230 274 461
93 230 461
25 57 461
253 173 461
279 242 461
50 79 461
79 50 461
50 79 461
79 50 461
132 284 461
2 284 461
2 132 461
16 238 461
16 2 461
16 284 461
279 135 461
16 3 461
132 238 461
132 133 461
50 145 461
132 240 461
132 16 461
132 134 461
132 266 461
132 284 461
132 295 461
132 85 461
132 231 461
132 161 461
132 145 461
132 267 461
79 50 461
50 79 461
145 38 461
78 161 461
132 184 461
50 161 461
161 284 461
161 284 461
208 307 461
280 26 461
208 307 461
208 307 461
176 208 461
26 280 461
28 69 461
69 307 461
69 28 461
293 191 461
30 26 461
26 30 461
225 223 461
40 80 461
194 255 461
80 40 461
40 80 461
161 3 461
161 283 461
161 79 461
161 267 461
161 145 461
161 295 461
78 161 461
161 50 461
161 38 461
79 50 461
80 194 461
80 255 461
80 51 461
80 194 461
161 78 461
161 78 461
16 132 461
161 78 461
200 58 461
299 108 461
130 25 461
254 200 461
7 279 461
86 228 461
86 47 461
279 7 461
135 299 461
299 135 461
49 116 461
49 57 461
299 135 461
233 70 461
279 228 461
279 253 461
279 242 461
57 299 461
7 279 461
279 234 461
254 200 461
57 25 461
253 173 461
279 304 461
131 113 461
279 228 461
253 234 461
135 242 461
120 310 461
135 299 461
279 135 461
234 279 461
279 228 461
253 279 461
35 25 461
79 267 461
79 161 461
79 3 461
79 50 461
21 145 461
21 145 461
78 161 461
55 132 461
3 16 461
3 161 461
132 16 461
78 161 461
16 132 461
279 118 461
161 3 461
30 26 461
233 216 461
81 187 461
7 263 461
223 225 461
242 250 461
173 242 461
135 277 461
28 285 461
180 26 461
57 135 461
26 191 461
191 26 461
26 191 461
191 26 461
191 208 461
81 187 461
191 26 461
300 33 462
90 220 462
90 15 462
90 269 462
90 169 462
90 306 462
230 82 462
41 230 462
220 90 462
41 274 462
41 75 462
41 33 462
41 300 462
82 258 462
90 300 462
220 90 462
48 90 462
82 39 462
41 93 462
90 306 462
90 82 462
90 143 462
90 77 462
90 258 462
90 230 462
90 93 462
90 150 462
90 274 462
90 99 462
90 48 462
90 186 462
90 75 462
90 183 462
90 98 462
90 33 462
90 39 462
90 262 462
90 281 462
90 23 462
90 199 462
90 264 462
90 61 462
90 97 462
194 80 462
40 80 462
87 204 462
204 87 462
204 63 462
204 159 462
87 244 462
87 248 462
87 244 462
87 222 462
87 63 462
159 204 462
81 28 462
127 307 462
28 307 462
28 26 462
18 180 462
26 28 462
26 28 462
87 204 462
30 26 462
204 63 462
204 159 462
204 60 462
204 222 462
204 317 462
204 160 462
204 63 462
204 103 462
204 249 462
204 87 462
204 248 462
204 159 462
204 244 462
204 318 462
204 60 462
204 222 462
204 317 462
204 160 462
204 63 462
204 159 462
204 318 462
28 26 462
28 127 462
307 223 462
18 180 462
176 223 462
26 28 462
26 28 462
28 26 462
26 28 462
26 28 462
81 223 462
223 81 462
28 26 462
28 26 462
180 18 462
176 223 462
18 180 462
298 174 462
298 53 462
223 81 462
26 28 462
176 28 462
28 223 462
28 4 462
28 208 462
28 9 462
28 18 462
28 1 462
28 307 462
28 12 462
28 180 462
28 256 462
28 280 462
28 81 462
28 176 462
28 121 462
28 64 462
28 30 462
28 26 462
28 69 462
307 127 462
81 223 462
204 244 462
204 248 462
161 145 462
161 283 462
283 161 462
78 161 462
120 137 462
79 3 462
161 79 462
3 79 462
2 145 462
283 161 462
161 283 462
133 132 462
50 79 462
50 161 462
161 79 462
161 50 462
50 79 462
161 267 462
50 161 462
161 120 462
3 184 462
145 21 462
120 161 462
78 161 462
132 284 462
21 145 462
120 161 462
295 38 462
21 145 462
21 145 462
21 145 462
21 145 462
21 145 462
184 3 462
161 78 462
161 78 462
78 161 462
132 266 462
3 184 462
204 159 462
50 79 462
50 79 462
234 279 462
299 116 462
202 116 462
57 35 462
254 200 462
254 58 462
158 250 462
116 299 462
250 312 462
159 204 462
248 107 462
204 159 462
204 159 462
204 244 462
159 204 462
204 103 462
204 249 462
279 234 462
79 50 462
35 57 462
279 104 462
40 291 462
279 7 462
86 228 462
7 279 462
7 279 462
7 279 462
7 279 462
25 130 462
49 228 462
279 253 462
279 304 462
279 118 462
279 228 462
116 253 462
116 173 462
35 25 462
7 279 462
279 228 462
26 28 462
204 87 462
80 51 462
40 194 462
291 40 462
291 40 462
273 70 462
80 194 462
273 233 462
273 276 462
40 80 462
80 40 462
40 80 462
40 80 462
40 80 462
80 255 462
291 80 462
13 278 463
49 228 463
279 242 463
116 202 463
83 270 463
83 254 463
83 45 463
83 301 463
83 52 463
83 58 463
83 144 463
83 193 463
173 242 463
299 252 463
242 173 463
173 242 463
242 173 463
279 135 463
279 242 463
242 173 463
83 200 463
35 25 463
278 13 463
90 269 463
90 258 463
88 258 463
88 82 463
150 88 463
90 274 463
274 90 463
88 82 463
90 274 463
230 306 463
220 230 463
274 33 463
274 33 463
158 250 463
300 183 463
221 86 463
25 57 463
25 277 463
25 135 463
7 279 463
279 252 463
25 35 463
279 228 463
144 7 463
158 279 463
279 252 463
252 279 463
13 278 463
11 175 463
279 228 463
173 116 463
274 33 463
200 301 463
200 52 463
200 83 463
200 270 463
200 58 463
200 193 463
200 52 463
200 254 463
200 45 463
200 301 463
200 52 463
200 83 463
200 270 463
200 58 463
200 193 463
200 254 463
200 45 463
200 301 463
200 52 463
200 83 463
200 270 463
216 233 463
200 58 463
200 193 463
279 228 463
173 253 463
173 116 463
250 158 463
277 25 463
200 45 463
173 253 463
200 254 463
204 103 463
228 49 463
7 279 463
159 204 463
87 204 463
204 87 463
204 159 463
204 244 463
204 318 463
204 318 463
159 249 463
222 204 463
204 159 463
204 63 463
204 160 463
204 317 463
204 222 463
204 60 463
204 318 463
204 244 463
204 159 463
204 248 463
204 87 463
204 249 463
204 103 463
103 249 463
204 249 463
204 103 463
318 204 463
318 204 463
204 249 463
88 258 463
274 33 463
306 90 463
161 50 463
50 161 463
50 161 463
161 267 463
80 194 463
80 255 463
80 51 463
80 194 463
291 194 463
50 161 463
194 80 463
51 80 463
51 80 463
51 80 463
80 51 463
180 26 463
176 223 463
298 141 463
81 28 463
21 145 463
255 80 463
78 161 463
